,BBCNewsTimes Stamp,BBCNewsTweet Text,BBCNewsCompound,BBCNewsPositive,BBCNewsNegative,BBCNewsNeutral,CBSNewsTimes Stamp,CBSNewsTweet Text,CBSNewsCompound,CBSNewsPositive,CBSNewsNegative,CBSNewsNeutral,CNNTimes Stamp,CNNTweet Text,CNNCompound,CNNPositive,CNNNegative,CNNNeutral,FoxNewsTimes Stamp,FoxNewsTweet Text,FoxNewsCompound,FoxNewsPositive,FoxNewsNegative,FoxNewsNeutral,YTTimes Stamp,YTTweet Text,YTCompound,YTPositive,YTNegative,YTNeutral
33,1/11/18 14:49,"Are we suffering from a flu pandemic?  https://t.co/ljeCl1mget #nhs https://t.co/X8E5Ndkttr",-0.6908,0,0.449,0.551,1/11/18 22:19,"Wild Florida monkeys could pass herpes to people and should be considered a public health concern, researchers warnâ€_ https://t.co/pAOIgePRoy",0,0,0,1,1/12/18 0:41,"RT @OutFrontCNN: ""Don't backpedal""...""What did you say?""...""Let's get correct""...""You really need to stop being delusional""... Things got fâ€_",-0.3535,0,0.127,0.873,1/11/18 22:57,".@JesseBWatters on @POTUS' 's---hole' remarks ""This doesn't move the needle at all. This is who Trump is. He doesn'â€_ https://t.co/OaNeJh2jbL",0,0,0,1,1/11/18 23:35,Dropbox Is Said to Be Planning to Go Public This Year. https://t.co/akMeOMl8ws,0,0,0,1
34,1/11/18 14:34,RT @BBCLondonNews: London allotment death: Murder accused 'threatened to kill fellow plot holder' https://t.co/OQB5WwLWJN https://t.co/pc7xâ€_,-0.9612,0,0.649,0.351,1/11/18 21:46,Greta Gerwig and Jordan Peele earn Directors Guild nominations after being passed over for nods by both the Goldenâ€_ https://t.co/RVXI5k2G12,0,0,0,1,1/12/18 0:24,Sam's Club store closings are a PR mess on Walmart's big day https://t.co/OxtkUhTfM7 https://t.co/KIV069nNXC,-0.3612,0,0.172,0.828,1/11/18 22:45,#Trump laments immigration from 's---hole countries' in Oval Office negotiations https://t.co/Z8lagBViYe,-0.3612,0,0.2,0.8,1/11/18 23:27,"Pop, Rock and Jazz in NYC This Week. https://t.co/XpxSnoZekH",0,0,0,1
35,1/11/18 14:21,"Girl, 15, dies after car hits Huddersfield bus stop https://t.co/OARpQpXloy",-0.296,0,0.196,0.804,1/11/18 21:25,"Many kick off the new year vowing to nix stress from their lives. But for some, stress is just part of the job. Herâ€_ https://t.co/LcqH8RLu39",-0.6808,0,0.196,0.804,1/12/18 0:17,Several members of US Congress strongly rebuked President Donald Trump's reported comments criticizing immigrants câ€_ https://t.co/SqVe35Dh3s,-0.1027,0.113,0.134,0.753,1/11/18 22:40,".@dbongino: ""Nobody has pointed out one single predicate crime to point out why @realDonaldTrump's team was being sâ€_ https://t.co/cHI3OylaQu",-0.5423,0,0.163,0.837,1/11/18 23:26,Dance in NYC This Week. https://t.co/og9SAhLCKS,0,0,0,1
36,1/11/18 13:51,Iran nuclear deal: UK challenges US to find better alternative https://t.co/Tqz3lwfZZe,0.4939,0.318,0,0.682,1/11/18 21:05,"Watch the incredible moment a 4-year-old boy, who lost his hearing, hears and dances to drums for the first time. https://t.co/gBa7gvhlUT",-0.3182,0,0.108,0.892,1/12/18 0:09,"President Trump's ""shithole countries"" comment is his new rock bottom | Analysis by @CillizzaCNNâ€_ https://t.co/MBdvOXGiW0",0,0,0,1,1/11/18 22:28,.@POTUS administration opens door to allowing #Medicaid work requirements - via @brookefoxnews https://t.co/OwleStKy1a,0,0,0,1,1/11/18 23:25,Trump Alarms Lawmakers With Disparaging Words for Haiti and Africa. https://t.co/MOEJBTQOtA,-0.6486,0,0.371,0.629
37,1/11/18 13:51,"Men who drugged and prostituted girl, 14, are jailed https://t.co/mo7MI93XsK",-0.4939,0,0.262,0.738,1/11/18 20:47,"In wake of Hurricane Maria, 32 people have been slain in Puerto Rico in the first 11 days of the year -- double theâ€_ https://t.co/169FLaBchc",0,0,0,1,1/11/18 23:51,"CNN legal analyst Jeffrey Toobin on President Trump's ""shithole countries"" remark: ""The worst thing is, that's partâ€_ https://t.co/z0OuXLZPdj",-0.5574,0.069,0.19,0.741,1/11/18 22:12,.@ofctimallen 'overwhelmed' by fans' push to bring back 'Last Man Standing' after 'Roseanne' backlash (via @sashafb) https://t.co/JzKwKYX5cl,0,0,0,1,1/11/18 23:24,Comedy in NYC This Week. https://t.co/g3IfTGaNX4,0.3612,0.333,0,0.667
38,1/11/18 13:44,Queen's bra fitter Rigby &amp; Peller loses royal warrant https://t.co/NOj3Cngcma,-0.3182,0,0.204,0.796,1/11/18 20:30,"Riley, a 3-month-old Weimaraner pup, is Bostonâ€™s Museum of Fine Artâ€™s newest volunteer â€” and heâ€™s the only one whoâ€_ https://t.co/BkNOTWHQj4",0.2023,0.091,0,0.909,1/11/18 23:46,"CNN legal analyst Jeffrey Toobin on President Trump's ""shithole countries"" remark: ""The President has racist views.â€_ https://t.co/mllXibPqqv",-0.5423,0.073,0.195,0.732,1/11/18 22:05,.@dbongino on @NBC Plan to Show Super Bowl Anthem Kneelers: Time for @NFL to Tell Players to Stand! https://t.co/CUenTmscSz,0.636,0.189,0,0.811,1/11/18 23:22,Events for Children in NYC This Week. https://t.co/VpvKn1frD1,0,0,0,1
39,1/11/18 13:10,Who will be Prince Harry's best man for his wedding? His brother Prince William still doesn't know...â€_ https://t.co/9CBNIdwS6l,0.6369,0.198,0,0.802,1/11/18 20:15,"Reporter: ""The president's tweet this morning, in your view, was not at all confusing and not at all contradictory?â€_ https://t.co/kxelskHYgx",0.1695,0.081,0,0.919,1/11/18 23:39,Jared Kushner's effort to sway President Trump on prison reform is smart | By @VanJones68 via @CNNOpinionâ€_ https://t.co/4u6OIHEzhD,-0.1531,0.129,0.157,0.714,1/11/18 21:53,"Port Authority bomb suspect pleads 'at this moment, not guilty' https://t.co/qzQSxsAdMq",-0.4153,0.227,0.337,0.437,1/11/18 23:21,Film Series in NYC This Week. https://t.co/OXsPNKDMaF,0,0,0,1
40,1/11/18 13:06,"""I think they need whatever they demand, now, immediately"" - Labour leader Jeremy Corbyn responds to letter from 68â€_ https://t.co/ts81iRIZkq",-0.128,0,0.077,0.923,1/11/18 20:15,"""Luke, I am your...snow man?"" A Boston dad built and incredible life-size snow statue of Darth Vader for his 7-yearâ€_ https://t.co/Xnbq8mWQeF",0,0,0,1,1/11/18 23:23,"RT @CNNSitRoom: Senator Cardin responds: â€œThis is extremely damaging, and it is very, very, hurtfulâ€ù https://t.co/DNed8UOO8b https://t.co/zâ€_",-0.5563,0,0.183,0.817,1/11/18 21:53,"RT @FoxNewsResearch: Southwest Border &amp; Fencingâ€¢Texas - Mexicoâ†’Border: 1,254 milesâ†’Fencing: 133 milesâ€¢Arizona - Mexico: â†’Border: 373â€_",0,0,0,1,1/11/18 23:20,Whatâ€™s New in NYC Theater. https://t.co/cKZNJao8c0,0,0,0,1
41,1/11/18 12:47,Barry Bennell trial: Boy 'abused on the way to games' https://t.co/DkRbRs8Tqd,-0.5106,0,0.248,0.752,1/11/18 20:10,"""We will continue to be fully cooperative with the special counsel, as we have been,"" @PressSec Sarah Huckabee Sandâ€_ https://t.co/teYmDW5Cvo",0.4019,0.124,0,0.876,1/11/18 23:23,"Phil Mudd reacts to President Trump's ""shithole countries"" remark: ""We should be ashamed"" https://t.co/LQVKDsKJeT https://t.co/xQX38cKfyi",-0.4767,0,0.181,0.819,1/11/18 21:33,".@KatiePavlich: ""Parents of DACA recipients - they're here illegally, too, and the question is: do they get to stayâ€_ https://t.co/7FC4uScO9o",0,0,0,1,1/11/18 23:19,Art in NYC This Week. https://t.co/DdFKGF38cf,0,0,0,1
42,1/11/18 12:17,Ofcom to assess plans for new BBC Scotland channel https://t.co/7X0Q6XVldr,0,0,0,1,1/11/18 20:05,"""This is top of mind for the president, top of mind for the administration and he has full understanding,""â€_ https://t.co/bFsqRGFpCo",0.3818,0.167,0,0.833,1/11/18 23:18,Rep. Adam Schiff accused Republicans of blocking key witnesses in an effort to scuttle the House Russia inquiryâ€_ https://t.co/FA41fekc5m,-0.5859,0,0.22,0.78,1/11/18 21:25,".@KatiePavlich: ""Democrats are always accusing Republicans of not just being bad on policy, but of being bad peopleâ€_ https://t.co/haekneq3PA",0.6542,0.247,0.059,0.694,1/11/18 23:06,How Much Watching Time Do You Have This Weekend?. https://t.co/Zj7g95eLYr,0,0,0,1
43,1/11/18 12:09,Nigel Farage warming to second EU referendum https://t.co/S1NUSM9Egc,0.1531,0.186,0,0.814,1/11/18 20:01,".@PressSec on DACA: ""There has not been a deal reached yet. However, we still think we can get there and we are verâ€_ https://t.co/bcFKagl2sh",-0.0762,0,0.056,0.944,1/11/18 23:14,RT @TheLeadCNN: John Avalon reacts to President Trumpâ€™s â€˜shitholeâ€™ remark: â€œThis is straight up racist.â€ù https://t.co/TIQuMzzTiy https://t.â€_,0.2263,0.106,0,0.894,1/11/18 21:14,â€˜Buttless jeansâ€™ mocked after @ASOS debut https://t.co/IuFrmPORdo,-0.3182,0,0.277,0.723,1/11/18 23:05,Letter 40: Weâ€™ve Made it Home. https://t.co/eBDzIFS0Fu,0,0,0,1
44,1/11/18 12:05,"Girl, 15, dies after car hits Huddersfield bus stop https://t.co/8Vl3GZtUuV",-0.296,0,0.196,0.804,1/11/18 19:58,".@PressSec on President Trump's physical: ""[The doctor] will put out a brief statement, but will take the weekend tâ€_ https://t.co/Q2HBgLlAQY",0,0,0,1,1/11/18 23:08,"Cough and cold medicines containing opioid ingredients, such as codeine or hydrocodone, should no longer be given tâ€_ https://t.co/JlS5196lgX",-0.296,0,0.109,0.891,1/11/18 21:06,"RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average, S&amp;P 500, and Nasdaq all closed the day at record highs. This is the 76thâ€_",0,0,0,1,1/11/18 22:53,Classical Music in NYC This Week. https://t.co/IbzKpLWjaq,0,0,0,1
45,1/11/18 11:50,RT @bbcweather: On this day in 1954: BBC's George Cowling became television's first weather presenter. Jo https://t.co/KiXumtw8sq,0,0,0,1,1/11/18 19:55,".@PressSec on President Trump's tweets on FISA: ""The president fully supports the 702 and was to see happy that itâ€_ https://t.co/dZnQ2Vd3NI",0.7574,0.255,0,0.745,1/11/18 23:07,"Her dress design changed everything. Diane von Furstenberg explains why her innovative wrap dress, which became a sâ€_ https://t.co/GcLQYeJgTu",0.4404,0.146,0,0.854,1/11/18 21:04,"ICE CAPADES: Imagine heading out to work in the morning, and finding your driveway completely iced over. Do you thiâ€_ https://t.co/JuG6AKedfR",0,0,0,1,1/11/18 22:52,Character Study: The Squeezebox Surgeon. https://t.co/Gd2JR4Bbzx,0,0,0,1
46,1/11/18 11:50,RT @BBCNewsGraphics: A&amp;Es in England miss wait targets by record margin. Check your hospital's performance https://t.co/23tUrc2Q9j https://â€_,-0.1531,0,0.091,0.909,1/11/18 19:52,"Reporter: What does the administration hope to achieve with additional sanctions on Iran?Mnuchin: ""I think  the prâ€_ https://t.co/7r0hiNMBE0",0.4404,0.139,0,0.861,1/11/18 22:53,"RT @CNNSitRoom: According to a White House official, staffers predict the Presidentâ€™s â€œshitholeâ€ù remark will resonate with his base, @kaitlâ€_",0,0,0,1,1/11/18 21:00,"On @foxandfriends, @Varneyco discussed @Walmart's announcement that it would give employees a $1,000 cash bonus inâ€_ https://t.co/efofnA20q5",0.5423,0.189,0,0.811,1/11/18 22:51,F.Y.I.: What are those tall kiosks that have replaced pay phones in New York?. https://t.co/YxCZBwav8S,-0.1027,0,0.091,0.909
47,1/11/18 11:11,"""We have put more funding into the NHS for these winter pressures, we have put more funding into the NHS overall""â€_ https://t.co/lSuW0cxoNE",-0.3182,0,0.099,0.901,1/11/18 19:49,"Treasury Secy. Mnuchin on states letting taxpayers deduct real estate taxes: ""I hope the states are more focused onâ€_ https://t.co/JMb8QqfqtY",0.7645,0.309,0,0.691,1/11/18 22:52,"President Trump expressed frustration behind closed doors with people coming to the US from ""shithole countries,"" aâ€_ https://t.co/GxEUC1cE1V",-0.4767,0,0.154,0.846,1/11/18 20:57,Senior Pentagon soldier to ISIS: Surrender or get beaten with entrenchment tool https://t.co/CQmspHQrkI,-0.4215,0,0.189,0.811,1/11/18 22:40,Trump Contradicts His Team. Then He Doesnâ€™t.. https://t.co/plq5GEiyTU,-0.34,0,0.255,0.745
48,1/11/18 11:11,RT @BBCNormanS: Theresa May blames increase in numbers suffering from flu this winter for pressure on NHS,-0.8074,0.092,0.426,0.482,1/11/18 19:45,"Treasury Secy. Mnuchin on NAFTA: ""We expect that will be renegotiated or we will pull out."" https://t.co/dBT1Ar96Nb https://t.co/nJ424OCELS",0.2023,0.096,0,0.904,1/11/18 22:47,A CNN source briefed on the Oval Office meeting confirms the President added that the US should get more people froâ€_ https://t.co/zPYZlIAMCC,0,0,0,1,1/11/18 20:50,".@LisaMarieBoothe: ""Democrats have absolutely lost touch with heartland and rural voters... They've focused on issuâ€_ https://t.co/uhZkTmV2td",0.0018,0.135,0.135,0.729,1/11/18 22:37,"Alan Bleviss, Veteran Voice-Over Artist, Is Dead at 76. https://t.co/TRf7X8b5Ua",-0.6486,0,0.323,0.677
49,1/11/18 11:05,RT @bbclaurak: PM says govt is taking action in â€˜here and nowâ€™ and that environment plan is â€˜inspiringâ€™,0,0,0,1,1/11/18 19:39,".@MajorCBS: When will taxpayers see a change in their paychecks?Treasury Secy. Mnuchin: ""We are encouraging companâ€_ https://t.co/g52CQurTGP",0.6369,0.257,0,0.743,1/11/18 22:41,"Butterflies and moths may be older than flowers, a new study suggests https://t.co/RnVVyff3GV https://t.co/znyQCOi7HO",0,0,0,1,1/11/18 20:45,.@RepMcSally's Blunt Message to Dems: A Clean DACA Bill 'Is Not Happening' https://t.co/K9x7KcTHYG https://t.co/8ndz2pQP3D,0.4019,0.184,0,0.816,1/11/18 22:36,Letters: â€˜Is Mr. Trump Nuts?â€™ Analyze This.. https://t.co/I9EvtJsjSx,0,0,0,1
50,1/11/18 11:00,"A Northern Forest to accompany Northern Powerhouse, PM @theresa_may describes a new community woodland for Cheshireâ€_ https://t.co/R3bfd50bB2",0,0,0,1,1/11/18 19:20,MOMENTS AGO: President Trump hosts a discuss on U.S. prison systems and reform at the White Houseâ€_ https://t.co/DUUUbmacGO,-0.5106,0,0.171,0.829,1/11/18 22:36,Here's a look at the companies giving out raises and bonuses because of tax reform https://t.co/xhaQ3EHbox https://t.co/E97ydqfvVQ,0.7184,0.3,0,0.7,1/11/18 20:40,Poll: 66% say the U.S. economy is excellent or good; @MariaBartiromo discusses. https://t.co/8A6pUamEZR,0.765,0.375,0,0.625,1/11/18 22:35,Plastics Pile Up as China Refuses to Take the Westâ€™s Recycling. https://t.co/sSRMi9B9Hp,0,0,0,1
51,1/11/18 10:52,RT @BBCNormanS: PM hails BBCs Blue Planet and Daily Mail for highlighting problem of plastic pollution,-0.4019,0,0.153,0.847,1/11/18 19:11,"RT @48hours: Aaron Hernandez's life played out in the headlines as a professional athlete, yet he led a secret life. You don't know the halâ€_",0.34,0.098,0,0.902,1/11/18 22:23,"President Trump signaled that he is willing, if necessary, to use the NAFTA negotiations to make good on his promisâ€_ https://t.co/k5eFXUd6fx",0.4404,0.127,0,0.873,1/11/18 20:36,".@Jim_Jordan: ""I voted against reauthorizing [FISA]."" https://t.co/yay3wiP7wT",0,0,0,1,1/11/18 22:24,Hockey Canada Gets â€˜Geography Lessonâ€™ in Forming Menâ€™s Olympic Team. https://t.co/Tim3i7cUzO,0,0,0,1
52,1/11/18 10:50,"Theresa May announces plans to ease plastic pollution -All avoidable plastic waste must be stopped by 2042 -Supâ€_ https://t.co/eYf0E9OIrZ",-0.296,0.108,0.203,0.69,1/11/18 19:05,"The White House's ban on cell phone use will go into effect January 16th, @PressSec confirms to CBS Newsâ€_ https://t.co/3cdwgvToOZ",-0.5574,0,0.159,0.841,1/11/18 22:15,"President Trump expressed frustration behind closed doors with people coming to the US from ""shithole countries,"" aâ€_ https://t.co/j8QykhmfSU",-0.4767,0,0.154,0.846,1/11/18 20:32,"Shock as woman, 39, pleads guilty to filming self in sex acts with pet dog, whipped cream https://t.co/VwFTAzp8kX",-0.6597,0,0.252,0.748,1/11/18 22:23,What are those tall kiosks that have replaced pay phones in New York?. https://t.co/71r9IRHqHl,-0.1027,0,0.097,0.903
53,1/11/18 10:50,Blackpool seafront derelict hotel blaze tackled by 60 firefighters https://t.co/UROwpLdBFQ,0,0,0,1,1/11/18 18:50,The ex-wife of an Idaho Republican state lawmaker who shot and killed himself this week says he was under investigaâ€_ https://t.co/em9ndQlYdU,-0.6705,0,0.184,0.816,1/11/18 22:12,Here's how to help the victims of the California mudslides https://t.co/iKyIzb4awz https://t.co/45A0j3i3V3,0.1027,0.18,0.153,0.667,1/11/18 20:26,U.S. slaps 'level 4' travel warning for 5 Mexican states. https://t.co/7M24mbOOlE https://t.co/oHeIFdsaLd,-0.34,0,0.194,0.806,1/11/18 22:22,"Exonerated, University of Rochester President Steps Down. https://t.co/PwZZ5RBB9g",0.4215,0.286,0,0.714
54,1/11/18 10:39,RT @bbclaurak: PM says 'conservatism and conservation are natural allies ',0.3612,0.217,0,0.783,1/11/18 18:35,"âœ… Get a flu shotâœ… Wash your hands oftenâœ… Avoid touching your faceHere are ways to prepare for this year's flu seâ€_ https://t.co/aCRPlZOQin",-0.7506,0,0.28,0.72,1/11/18 22:02,The White House would like to inform you the sky isn't blue | Analysis by @CillizzaCNN https://t.co/DapjkhdIyZ https://t.co/IfQn4mZIyS,0.3612,0.135,0,0.865,1/11/18 20:24,"Seal calls out Oprah Winfrey for hypocrisy, calls her 'part of the problem'https://t.co/Mdk8m5edxH",-0.4019,0,0.172,0.828,1/11/18 22:21,What Martin Luther King Jr. Meant to New York. https://t.co/Kpowfjc349,0,0,0,1
55,1/11/18 10:21,Two boys arrested over Mill Hill shop worker murder https://t.co/GdwiTiL5en,-0.8316,0,0.494,0.506,1/11/18 18:20,"""Fast Eddie"" Clarke, former guitarist for the British hard rock band Motorhead, has died at 67â€_ https://t.co/3tdT98ephH",-0.6124,0,0.25,0.75,1/11/18 21:51,The Carrier plant that President Trump pledged to save lays off another 215 workers https://t.co/p6qXKt1snE https://t.co/40J4VS15jZ,0.4939,0.176,0,0.824,1/11/18 20:22,".@PressSec on Iran nuke deal: ""The president still strongly believes this was one of the worst deals of all time.""â€_ https://t.co/diqsW0ZI5o",-0.4588,0.083,0.163,0.754,1/11/18 22:05,On Pro Football: Tom Bradyâ€™s Midlife Crisis. https://t.co/lMAdQSki5w,-0.6249,0,0.369,0.631
56,1/11/18 10:06,"Baby girl dead and boy, 5, critical after Newpound crash https://t.co/4aUl3cvMHm",-0.8519,0,0.538,0.462,1/11/18 18:00,"Kansas lawmaker quits his committee leadership jobs but keeps his seat after remarks about blacks' ""genetics""â€_ https://t.co/c4Kb9LJDzB",0,0,0,1,1/11/18 21:35,RT @TheLeadCNN: Trump again relied on â€œFox and Friendsâ€ù over his own FBI and CIA directors and national security adviser when it comes to nâ€_,0.34,0.091,0,0.909,1/11/18 20:19,".@Varneyco: ""Before we got the @Walmart announcement, 1,039,000 Americans were going to get a bonus. Now it's 2,039â€_ https://t.co/A9XK5SMAYh",0.5423,0.171,0,0.829,1/11/18 22:04,Director of New Contemporary Art Institute in Richmond Abruptly Steps Down. https://t.co/jEXnu3CGwI,0,0,0,1
57,1/11/18 9:34,Who will be best man at Harry and Meghan's wedding? https://t.co/3Y27MRRMMs,0.6369,0.296,0,0.704,1/11/18 17:50,South Carolina Gov. Henry McMaster is seeking an exemption from the Trump administration's proposed offshore drilliâ€_ https://t.co/p2jPMUtrdO,0,0,0,1,1/11/18 21:35,Michigan has been hit hard by a deadly hepatitis A outbreak that has spread from Southern California to states acroâ€_ https://t.co/32UI6vBpMh,-0.1027,0,0.072,0.928,1/11/18 20:18,".@JeffFlake and @SenTomCotton on possible ""DREAMers"" deal. https://t.co/yOBfHVfZRK",0,0,0,1,1/11/18 21:51,Design Review: A Building Boom to Last a Millennium. https://t.co/kLQb1oN2dP,0,0,0,1
58,1/11/18 8:58,"RT @BBCBreakfast: The possible impact of Brexit on London, Mayor @SadiqKhan publishes a series of reports predicting what might happen.  hâ€_",0,0,0,1,1/11/18 17:45,"Reporter: Do you think that President Trump is a ""very stable genius?""House Minority Leader Nancy Pelosi: ""I am moâ€_ https://t.co/Lu0duvZeUm",0.3597,0.116,0,0.884,1/11/18 21:25,"What the California mudslides did to Montecito, before and after https://t.co/C2OCHYolDv https://t.co/ba2u5x95vO",0,0,0,1,1/11/18 20:14,".@PressSec: ""The only people that we've seen trying to influence the [Mueller] investigation are former director Coâ€_ https://t.co/OMCPG9XRDd",0,0,0,1,1/11/18 21:50,A Restaurant Where the Bathroom Soap Complements the Meal. https://t.co/IuKNwPVhaO,0,0,0,1
59,1/11/18 8:56,London alone gains Â£4.6bn - with Sheffield the biggest beneficiary in proportion to its economy https://t.co/48nfowsFbM,0.5423,0.282,0.103,0.615,1/11/18 17:41,"""Over 15,000 already have lost protections because of what the president did to lift the DACA executive order. So,â€_ https://t.co/JBYudOsJdu",-0.3182,0,0.108,0.892,1/11/18 21:11,"The ingredients for life have been found in two 4.5-billion-year-old meteorites that crashed to Earth in 1998, reseâ€_ https://t.co/hgE7ps1UNG",0,0,0,1,1/11/18 20:03,"MUST-SEE: 7-Year-Old Girl Surprised at School by Dad Returning From Deploymenthttps://t.co/xv5KFo6b6S",0.2263,0.147,0,0.853,1/11/18 21:41,"Criticâ€™s Notebook: Back in the Bronx: Gordon Matta-Clark, Rogue Sculptor. https://t.co/BTSewC8rmR",0,0,0,1
60,1/11/18 8:25,Woman charged over garden body find https://t.co/pZ8ZFLMdTk,-0.2023,0,0.231,0.769,1/11/18 17:37,"""I think people of goodwill are coming together on both sides, both houses of Congress, to get the job done,"" Houseâ€_ https://t.co/k2LnqBYpZ9",0,0,0,1,1/11/18 21:07,Lunching with Betty White is just as entertaining as you might imagine. The comedy queen dishes on her eight decadeâ€_ https://t.co/HivLjKYyOi,0.6597,0.221,0,0.779,1/11/18 20:02,".@PressSec on immigration reform negotiations: ""There has not been a deal reached yet, however we still think we caâ€_ https://t.co/FocEIdaVCr",-0.0762,0,0.067,0.933,1/11/18 21:40,Gardner Museum Extends $10 Million Reward for Information in Art Heist. https://t.co/4IbKXRaW2s,0.6369,0.342,0,0.658
61,1/11/18 8:23,Boris Johnson to raise case of British-Iranian mother jailed in Tehran at Brussels summit https://t.co/OS1erQl39f,-0.4939,0,0.186,0.814,1/11/18 17:35,Bitcoin and etherium tumble after South Korea says it is weighing a trading ban https://t.co/pqDnZfTkTv https://t.co/hAdwcLeUnH,-0.5574,0,0.205,0.795,1/11/18 21:05,"President Trumpâ€™s allies are warning him not to sit for an interview with special counsel Robert Mueller, but Trumpâ€_ https://t.co/uZzNr3jH5S",0.0387,0.086,0.079,0.835,1/11/18 19:54,".@stevenmnuchin1 on trip to Davos summit: ""This is all about creating jobs, creating economic growth for the U.S.""â€_ https://t.co/STfPulNhrX",0.7184,0.304,0,0.696,1/11/18 21:36,Romeâ€™s Famous Christmas Tree to Be Reborn as a Baby Nursing Station. https://t.co/qeF7nG3iam,0,0,0,1
62,1/11/18 8:08,"RT @BBCStreeter: As the UK vows to eliminate plastic waste by 2042, we want to know on #BBCBizLive if you think a pledge will work or whethâ€_",-0.3612,0.046,0.1,0.854,1/11/18 17:29,WATCH LIVE: House Minority Leader Nancy Pelosi holds news conference after House passes FISA reauthorizationâ€_ https://t.co/LugN73eULP,0,0,0,1,1/11/18 21:01,"New concepts such as Robomart -- an on-demand, electric, self-driving store -- could someday automate food deliveriâ€_ https://t.co/G0mq0UzHmf",0,0,0,1,1/11/18 19:48,".@stevenmnuchin1 on Iran sanctions: ""You can expect there will be more sanctions coming."" https://t.co/OFLgFhVWTp",0,0,0,1,1/11/18 21:35,Another Brooklyn Murder Conviction Linked to Scarcella Is Reversed. https://t.co/8yevOfDqnC,-0.6908,0,0.343,0.657
63,1/11/18 7:26,M&amp;S and Tesco report mixed fortunes over Christmas https://t.co/4N2otrz0Zs,0,0,0,1,1/11/18 17:20,This is what it looks like when a cold front blows through Texas: https://t.co/sjbrfkXYc2,0.3612,0.172,0,0.828,1/11/18 20:56,White House press secretary Sarah Sanders says President Trump's morning tweets about FISA were not contradictoryâ€_ https://t.co/YQ0SILMJXX,0,0,0,1,1/11/18 19:40,".@stevenmnuchin1 on tax cut act: ""This historic legislation doubles the standard deduction, simplifies the filing pâ€_ https://t.co/PHP8ZYyPun",-0.2732,0,0.116,0.884,1/11/18 21:31,Ronan Farrow to Develop an Investigative Series for HBO. https://t.co/ddQ6hZaMZV,0,0,0,1
64,1/11/18 7:26,"Hospitals have run out of beds and can no longer cope, NHS bosses warn https://t.co/XAwCpyyeHj",-0.3818,0,0.217,0.783,1/11/18 17:07,Reporter: DoesÂ it surprise you that President Trump doesn't seem to be aware of hisÂ White Houseâ€™s position on FISA?â€_ https://t.co/wXqePAAZqf,0.2732,0.095,0,0.905,1/11/18 20:51,MoneyGram is testing a pilot program with one of the most popular cryptocurrencies https://t.co/ZpcaPAsRFk https://t.co/At10j6hplQ,0.4754,0.192,0,0.808,1/11/18 19:35,".@stevenmnuchin1: ""Workers and their families will receive larger paychecks starting in February.""â€_ https://t.co/Rih07dVKje",0,0,0,1,1/11/18 21:30,"Cherokee Canâ€™t Sue Opioid Distributors in Tribal Court, Judge Rules. https://t.co/rGMQIu6ly5",0,0,0,1
65,1/11/18 7:03,"Your morning briefing: Hospitals â€˜running out of bedsâ€™, May: Letâ€™s end plastic litter, California mudslide searchesâ€_ https://t.co/k2aVv99Y7m",0,0,0,1,1/11/18 17:03,"""It is well-known that he has concerns over the domestic FISA law. That's not what we're doing today,"" House Speakeâ€_ https://t.co/Btf8Xdr7yd",0,0,0,1,1/11/18 20:46,A cache of jewels reported stolen from Paris' famed Ritz hotel may have been found -- at the sceneâ€_ https://t.co/KNduBErOt4,-0.0516,0.129,0.138,0.733,1/11/18 19:31,.@stevenmnuchin1: 90% of workers will see an increase in take-home pay due to tax reform. https://t.co/9Tyv3GD18j,0.2263,0.13,0.079,0.791,1/11/18 21:29,"Baltimore Hospital Patient Discharged at Bus Stop, Stumbling and Cold. https://t.co/0mfzaqD9PM",-0.296,0,0.18,0.82
66,1/11/18 6:07,"RT @BBCNewsbeat: YouTube has cut business ties with Logan Paul over his Japan suicide video:https://t.co/uncjd0laob https://t.co/0G8JNGlOâ€_",-0.765,0,0.306,0.694,1/11/18 17:01,"""Iâ€™ll defer to the White House on all those questions. That pertains to them, not this branch,"" House Speaker Paulâ€_ https://t.co/sjyaoSpqZS",-0.296,0,0.099,0.901,1/11/18 20:41,"Sam's Club has shut down multiple locations, and some employees and customers say they did so without warningâ€_ https://t.co/brEwdTnLyp",0,0,0,1,1/11/18 19:24,MOMENTS AGO: @POTUS and @GovMattBevin speak on #prisonreform at the @WhiteHouse. https://t.co/KXembnH2WF,0,0,0,1,1/11/18 21:26,Investigate an Accused Ally? New York Senateâ€™s Republican Leader Says No. https://t.co/LdIWo3HPKA,-0.5267,0,0.306,0.694
