,BBCNewsTimes Stamp,BBCNewsTweet Text,BBCNewsCompound,BBCNewsPositive,BBCNewsNegative,BBCNewsNeutral,CBSNewsTimes Stamp,CBSNewsTweet Text,CBSNewsCompound,CBSNewsPositive,CBSNewsNegative,CBSNewsNeutral,CNNTimes Stamp,CNNTweet Text,CNNCompound,CNNPositive,CNNNegative,CNNNeutral,FoxNewsTimes Stamp,FoxNewsTweet Text,FoxNewsCompound,FoxNewsPositive,FoxNewsNegative,FoxNewsNeutral,YTTimes Stamp,YTTweet Text,YTCompound,YTPositive,YTNegative,YTNeutral
0,1/12/18 4:22,RT @samanthabbcnews: So @realDonaldTrump cancels his visit to the #UK - what will this mean for the special relationship between the US andâ€_,0.1335,0.109,0.088,0.804,1/12/18 4:20,"""Those words cannot affect me"": Haitians react to Pres. Trump's crude comment https://t.co/W2TKCis26w https://t.co/4biu14v5I6",-0.5719,0,0.222,0.778,1/12/18 4:16,The Trump administration's proposal to open vast portions of US coastline to oil drilling was met with ferocious opâ€_ https://t.co/e60n7hqiXz,-0.1027,0,0.069,0.931,1/12/18 4:15,".@NancyPelosi mocks 'white guys' leading DACA talks, prompting Hoyer anger https://t.co/qIF0Poi4fT",-0.7717,0,0.427,0.573,1/12/18 4:23,Messiâ€™s 2 Goals Help Barcelona Advance in Copa del Rey. https://t.co/talMLAUDae,0.4019,0.231,0,0.769
1,1/12/18 3:13,HMRC 'hit by Brexit and Paradise Papers' https://t.co/cQuE82MzER,0.6369,0.375,0,0.625,1/12/18 4:06,"""He's the reason why we stay positive through all this."" 6-year-old Ryland Ward, the last Sutherland Springs, Texasâ€_ https://t.co/sRvxRgvNvf",0.5574,0.167,0,0.833,1/12/18 4:11,"Ethiopia has banned the adoption of Ethiopian children by foreign families, according to the country's state-run Neâ€_ https://t.co/ghD6zh3DIG",-0.4588,0,0.15,0.85,1/12/18 4:05,Dr. Oz had to rescue a sick passenger on his flight https://t.co/dHkNPW0rAJ,0,0.212,0.212,0.577,1/12/18 4:21,"From Norway to Haiti, Trumpâ€™s Comments Stir Fresh Outrage. https://t.co/Sx9XHVXoPh",-0.25,0.169,0.243,0.588
2,1/12/18 2:57,Shahida Shahid's allergy death was 'terrible mistake' https://t.co/S3LZV14dLC,-0.8555,0,0.653,0.347,1/12/18 4:05,"""He's the reason why we stay positive through all this."" 6-year-old Ryland Ward, the last Sutherland Springs, Texasâ€_ https://t.co/czlqqgOQ2r",0.5574,0.167,0,0.833,1/12/18 4:08,New York Federal Reserve President William Dudley is worried new tax cuts could risk overheating the US economy inâ€_ https://t.co/ytOO2ArmnS,-0.6705,0,0.277,0.723,1/12/18 4:01,".@AnnCoulter on crimes committed by illegal immigrants: ""These killings going forward, if #Trump does not keep hisâ€_ https://t.co/8q1STgYW4U",-0.7906,0.083,0.321,0.595,1/12/18 3:57,Trump Is Expected to Stop Short of Reimposing Strict Sanctions on Iran. https://t.co/7ec8Bi2Yri,-0.296,0,0.155,0.845
3,1/12/18 1:47,BRCA gene mutation 'doesn't affect breast cancer survival' https://t.co/TJ1S1Fxdxz,0.5448,0.305,0,0.695,1/12/18 3:40,Handcuffed teacher in Louisiana says school board head should resign https://t.co/vmsQT4W7PB https://t.co/3qZBltNqlr,-0.34,0,0.179,0.821,1/12/18 4:07,"With the Pentagon's final report into the Niger ambush expected by the end of January, CNN is learning new detailsâ€_ https://t.co/DSWPAlCBrA",0,0,0,1,1/12/18 3:53,".@Michael_Wildes on @POTUS' comment on 's---hole countries': ""The dialogue has deteriorated. We have, unfortunatelyâ€_ https://t.co/JUCrpfEL9a",0,0,0,1,1/12/18 3:56,Trump Hates the Iran Deal but Wonâ€™t Kill It. Why?. https://t.co/oNeNY8K1sr,-0.8591,0,0.486,0.514
4,1/12/18 1:11,Government to hold pensions talks with Carillion https://t.co/c8NWcnMqh3,0,0,0,1,1/12/18 3:40,Coroner releases identities of 17 victims killed in Montecito mudslides https://t.co/sdHACDeVoJ https://t.co/v8LYGVKP5T,-0.7783,0,0.405,0.595,1/12/18 4:05,Fiat Chrysler Automobiles is feeling good about tax reform. So good that it says it's moving some of its truck prodâ€_ https://t.co/cvDEPY4uwQ,0.743,0.278,0,0.722,1/12/18 3:43,"Maryland historian pleads guilty to stealing hundreds of military dog tags, historic items, officials say https://t.co/imKkzhqG7X",-0.7579,0,0.317,0.683,1/12/18 3:52,"Editorial: Albany, Pass the Child Victims Act. https://t.co/pRQ8M5HiBd",-0.3182,0,0.247,0.753
5,1/12/18 1:01,"Rail strikes hit Northern, Greater Anglia, South Western and Merseyrail https://t.co/FPF97b4r0F",0,0.179,0.179,0.643,1/12/18 3:05,"After spending two months in the hospital, a six-year-old injured in the Sutherland Springs church shooting is giveâ€_ https://t.co/HNuPNqy3eI",-0.4019,0,0.137,0.863,1/12/18 4:02,Anderson Cooper: The people of Haiti have withstood more than our President ever has https://t.co/wOhJ8lPlhL https://t.co/IKQTqe2yCT,0,0,0,1,1/12/18 3:32,".@IngrahamAngle on immigration reform negotiations: ""I suggest that the 'great bipartisan working group' should shaâ€_ https://t.co/c5Y9kCUt5l",0.6249,0.215,0,0.785,1/12/18 3:24,A Wall St. Executiveâ€™s Downfall Seemed Sudden. It Was Years in the Making.. https://t.co/71KZPMkwvk,0,0,0,1
6,1/12/18 0:46,RT @BBCWorld: The Queen shares memories of her coronation and the perils of wearing the Imperial State Crown when she makes a rare appearanâ€_,0.296,0.091,0,0.909,1/12/18 3:00,"Murder charge for 2 men in fatal shooting of Wash. deputy, authorities say https://t.co/ujFZJdDkmd https://t.co/WxqWWwCqiN",-0.8481,0,0.406,0.594,1/12/18 3:56,Haitian-American GOP congresswoman demands President Trump apologize for his reported comments criticizing immigranâ€_ https://t.co/Bo0YRHFoRR,-0.2732,0.088,0.157,0.755,1/12/18 3:21,".@RepAndyBiggsAZ: Mr. #Trump, fund, start, and finish the wall before you tackle DACA, illegal immigration https://t.co/M1FaVEaXQI",-0.5574,0,0.194,0.806,1/12/18 3:22,"Kering to Spin Off Puma, Saying Goodbye to Sports Lifestyle. https://t.co/u9HWU7ebVv",0,0,0,1
7,1/12/18 0:04,BBC 'deeply unimpressed' over Carrie Gracie pay jokes https://t.co/JkNKXEjpFG,-0.2716,0.165,0.338,0.496,1/12/18 2:45,"Facing sexual misconduct allegations, James Franco says he has his own side of the story -- but the actor says he iâ€_ https://t.co/a3Ib0TE7p2",0,0,0,1,1/12/18 3:54,Google is doing away with Chrome's parental control program https://t.co/mD9E37zbSw https://t.co/hRptsE8OKf,0,0,0,1,1/12/18 3:08,"""You are the spirit of this nation in every sense."" â€”@VP Mike Pence thanked servicemembers during a visit toâ€_ https://t.co/jenGW8e8kr",0.5574,0.213,0,0.787,1/12/18 3:21,Breakingviews: Walmartâ€™s Minor Act of Redistribution. https://t.co/y207onRBTq,0,0,0,1
8,1/11/18 23:42,Watchdog to review Â£11bn UK roll-out of smart meters https://t.co/kAMsbFvpcW,0.4019,0.231,0,0.769,1/12/18 2:25,"""I pray to be cured"": Two sisters severely burned in Syrian conflict seek normalcy in Jordan https://t.co/xMr7FupWxb https://t.co/zoqfzCsTpM",-0.4588,0.102,0.235,0.664,1/12/18 3:53,What is Section 702 of FISA? Here's a closer look https://t.co/EBY1mCvHpD https://t.co/yACwynQxFX,0,0,0,1,1/12/18 2:57,"Christian persecution continues to rise, more incidents against women in 2017, new report says https://t.co/07nDetU64M",0,0,0,1,1/12/18 3:06,Timeâ€™s Up for James Franco?. https://t.co/84ccGU4n6f,0,0,0,1
9,1/11/18 22:59,"Friday's i: ""Patients dying in hospital corridors"" https://t.co/jBJqIR0Qgl #bbcpapers #tomorrowspaperstoday (via @hendopolis)",0,0,0,1,1/12/18 2:23,"Facebook to overhaul news feed to focus on friends and family, CEO Mark Zuckerberg says https://t.co/2aorROJRIq https://t.co/aIX5KfQXS8",0.4767,0.162,0,0.838,1/12/18 3:51,"The ""Fire and Fury"" publisher says 1.4 million copies have been ordered https://t.co/om3CU5bNhE https://t.co/0pGYBlxsaV",-0.7269,0,0.337,0.663,1/12/18 2:45,Red faces at NBC as star reporter @RonanFarrow splits for @HBO https://t.co/h18mjGs68N,0,0,0,1,1/12/18 2:52,Review: Surprise Lessons From John Lithgowâ€™s â€˜Stories by Heartâ€™. https://t.co/8sRTLA827b,0.2732,0.189,0,0.811
10,1/11/18 22:49,"Friday's Mail: ""Trump cancels visit to Britain"" https://t.co/jkE6VXwf9O #bbcpapers #tomorrowspaperstoday (via @hendopolis)",-0.2263,0,0.147,0.853,1/12/18 2:03,"""Why are we having all these people from sh*thole countries come here?"": Pres. Trump disparaged Haiti and African nâ€_ https://t.co/xiVHjZzkoR",-0.34,0,0.112,0.888,1/12/18 3:48,"President Donald Trump says he should be credited for firing former FBI Director James Comey because ""many things hâ€_ https://t.co/JLXFg6Jske",0.0258,0.109,0.105,0.786,1/12/18 2:34,".@JoeConchaTV on @POTUS' 's---hole' comments: ""This is how he speaks. He's inelegant, yes. He's unfiltered, yes. Buâ€_ https://t.co/0VXL09K7nK",0.6597,0.252,0,0.748,1/12/18 2:22,"Albany, Pass the Child Victims Act. https://t.co/zmp6mYmCie",-0.3182,0,0.277,0.723
11,1/11/18 22:45,"Friday's Mirror: ""Farage: I want 2nd referendum"" https://t.co/BVmQIiezAa #bbcpapers #tomorrowspaperstoday (via @hendopolis)",0.0772,0.115,0,0.885,1/12/18 1:45,"House Democratic Whip Steny Hoyer says he takes offense to House Minority Leader Nancy Pelosi's ""five white guys"" câ€_ https://t.co/9tRka437zH",-0.25,0,0.095,0.905,1/12/18 3:47,"Parents, take note: Google will begin phasing out a parental controls program on its Chrome browser this Friday https://t.co/wrPjGqyOYQ",0,0,0,1,1/12/18 2:20,LGBTQ groups silent after @chelseahandler's homophobic tweet to @LindseyGrahamSC https://t.co/z7lYJDVvZO,0,0,0,1,1/12/18 1:52,"Op-Ed Columnist: Dollars, Cents and Republican Sadism. https://t.co/TLOqJeTyoU",0,0,0,1
12,1/11/18 22:44,"Friday's Guardian: ""Hopes raised for second EU referendum"" https://t.co/ff76cFC0K6 #bbcpapers #tomorrowspaperstoday (via @hendopolis)",0.4215,0.189,0,0.811,1/12/18 1:25,"Facebook to overhauling news feed, prioritizing posts from family and friends, as opposed to ones from brands and pâ€_ https://t.co/vyYMAbnpLN",0.4767,0.14,0,0.86,1/12/18 3:30,"Anderson Cooper on Trump's ""shithole countries"" remark: ""The sentiment the President expressed today is a racist seâ€_ https://t.co/Zz5DVqZm1D",-0.6124,0,0.2,0.8,1/12/18 2:10,".@AlanDersh on #FISA: ""@POTUS has personally experienced this potential abuse so I understand his concern."" https://t.co/ELB4OJJ4Sn",-0.6369,0,0.231,0.769,1/12/18 1:51,Op-Ed Columnist: How Democracies Perish. https://t.co/X8zOYS7dlq,0,0,0,1
13,1/11/18 22:37,"Friday's Telegraph: ""Illegal migrants' accounts to be frozen"" https://t.co/tEO4UZ1j9p #bbcpapers #tomorrowspaperstoday (via @hendopolis)",-0.5574,0,0.231,0.769,1/12/18 1:05,"Baltimore man who shot ""patient dumping"" video, in which hospital staffers drop off a woman on a cold city street,â€_ https://t.co/C1hPh8e0Fm",-0.5267,0,0.206,0.794,1/12/18 3:28,"Former White House chief strategist Steve Bannon had ""very little"" to do with President Trump's election victory, Tâ€_ https://t.co/MnW1k5Esis",0,0,0,1,1/12/18 2:08,MUST-SEE: 7-Year-Old Girl Surprised at School by Dad Returning From Deployment https://t.co/lciLkbROyZ,0.2263,0.147,0,0.853,1/12/18 1:40,Trump Floats a Return to the Era of Earmarks. https://t.co/g5Ua0hHX9U,0,0,0,1
14,1/11/18 22:31,"Friday's Times: ""Merger threat to elite forces"" https://t.co/v7MjAXueVd #bbcpapers #tomorrowspaperstoday (via @hendopolis)",-0.5267,0,0.236,0.764,1/12/18 0:45,"As new images of harrowing rescues and escapes emerge from across Southern California, the cleanup continues in Monâ€_ https://t.co/2JVzTgpZQd",0.4215,0.183,0,0.817,1/12/18 3:14,".@donlemon on President Trump: ""He is a racist ... but it's more important to be strategic than outraged"" https://t.co/YhQrjiIOKr",-0.6819,0.106,0.291,0.603,1/12/18 1:56,.@girlscouts launch Cookies-4-Heroes program for Hurricane Harvey first responders https://t.co/Ev3JssbcNO,0,0,0,1,1/12/18 1:38,Op-Ed Contributor: Climate Change in My Backyard. https://t.co/Q0yQ11VOq8,0,0,0,1
15,1/11/18 22:27,"Friday's Express: ""Be ready for new EU vote"" https://t.co/c0DHFLje8R #bbcpapers #tomorrowspaperstoday (via @hendopolis)",0.3612,0.172,0,0.828,1/12/18 0:25,Prosecutor launches investigation after Missouri Gov. Eric Greitens admits to extramarital affairâ€_ https://t.co/fbzcKjzAUm,0.296,0.155,0,0.845,1/12/18 3:07,Pat Benatar answered sexism with sold-out arenas. The rock icon explains how she battled for equality standing centâ€_ https://t.co/2j5KMGmXYS,-0.296,0,0.109,0.891,1/12/18 1:46,"""There's a powerful contingent of speech police out there."" â€”@denisjfinley on why he was fired over a tweet criticiâ€_ https://t.co/rlYz2CEdwU",-0.2023,0.125,0.161,0.714,1/12/18 1:37,Op-Ed Contributor: Social Media Is Making Us Dumber. Hereâ€™s Exhibit A.. https://t.co/qnVunUVkNJ,-0.3612,0,0.185,0.815
16,1/11/18 22:24,"Friday's Star: ""Arctic blast to put Brits back in deep freeze"" https://t.co/oCrnJShEEk #bbcpapers #tomorrowspaperstoday (via @hendopolis)",0.0516,0.074,0,0.926,1/12/18 0:11,RT @CBSEveningNews: TN elementary school student Ben Casson said he knows the pain of being bullied and he knows the feeling of being leftâ€_,-0.7845,0.05,0.247,0.702,1/12/18 2:57,"""Right now you have got 800,000 wonderful young people you are living in incredible anxiety because they may lose tâ€_ https://t.co/BV1tJfKL0e",0.0772,0.142,0.169,0.69,1/12/18 1:32,".@KrisKobach1787: ""The DACA amnesty is bad for Americans. It's granting an amnesty to nearly a million people in thâ€_ https://t.co/o6rj6gvPxP",-0.296,0.101,0.154,0.746,1/12/18 1:36,Op-Ed Contributor: Trumpâ€™s Medicaid Work Requirement Will Backfire. https://t.co/ciKtJ3L4ZS,0,0,0,1
17,1/11/18 22:21,"Friday's Metro: ""Flu kills teenage student"" https://t.co/OyfRNpqLnb #bbcpapers #tomorrowspaperstoday (via @hendopolis)",-0.7269,0,0.404,0.596,1/12/18 0:10,"RT @CBSEveningNews: Here are the latest headlines from our CBS Evening Newsfeed and what's coming up nextStay tuned #CBSEveningNews httpsâ€_",0,0,0,1,1/12/18 2:55,President Trump told WSJ that he was not calling for Republicans in Congress to shut down investigations into possiâ€_ https://t.co/C2ijP5iEXk,0,0,0,1,1/12/18 1:22,"""If we've gotten to the point where we all have to pretend that every country is exactly as nice as every other couâ€_ https://t.co/RK1ZV1ztj3",0.34,0.107,0.053,0.84,1/12/18 1:25,Facebook Overhauls News Feed to Focus on What Friends and Family Share. https://t.co/WgKI6utGwy,0.6486,0.325,0,0.675
18,1/11/18 22:21,"Friday's FT: ""Big high-street stores feel chill of consumer spending freeze"" https://t.co/oymYUlkwaK #bbcpapersâ€_ https://t.co/f9g6AONpM1",0.0516,0.085,0,0.915,1/12/18 0:04,"Weeks after Vladimir Putin all but declared victory in Syria, main Russian military base in Syria attacked by a mysâ€_ https://t.co/OqDccs9OUV",-0.6124,0,0.174,0.826,1/12/18 2:38,A federal judge said he would look at the memos former FBI Director James Comey wrote about his interactions with Pâ€_ https://t.co/qkW0LP9hz1,0,0,0,1,1/12/18 1:10,".@JaniceDean on having MS, &amp; dealing with a viewer calling her out for wearing 'short skirts': ""Darn right, I'm proâ€_ https://t.co/rINP74czlv",0,0,0,1,1/12/18 1:20,"After Donald Trump Said It, How News Outlets Handled It. https://t.co/CGVgZ4uAnk",0,0,0,1
19,1/11/18 20:11,"RT @BBCNewsnight: TONIGHT: @maitlis speaks to @MichaelWolffNYC in his first UK television interview about ""Fire and Fury"" -  the book thatâ€_",-0.7269,0,0.253,0.747,1/12/18 0:04,Dozens of people gathered on a Texas highway for 6-year-old Ryland Ward's homecoming. The Sutherland Springs shootiâ€_ https://t.co/iMldspXPm9,0,0,0,1,1/12/18 2:34,".@ChrisCuomo ""What do you think about Oprah Winfrey running for President?"" @BernieSanders: ""Clearly, this is a vâ€_ https://t.co/z3mFBa12vd",0,0,0,1,1/12/18 0:50,".@PressSec: ""The only people that we've seen trying to influence the [Mueller] investigation are former director Coâ€_ https://t.co/8P42zjCb0T",0,0,0,1,1/12/18 1:10,Fact Check: These Claims About â€˜Chain Migrationâ€™ Are Not Accurate. https://t.co/F1IJtJgJ9Q,0,0,0,1
20,1/11/18 20:05,"S Club 7's Paul is selling his Brit Award on eBay because he's ""skint"" https://t.co/uhWeCaGm50",0.5423,0.212,0,0.788,1/11/18 23:58,@CBSNewsÂ A St. Louis prosecutor opened an investigation today into Missouri Gov. @EricGreitens. He admits he cheateâ€_ https://t.co/GNnxzfy9uV,0.296,0.121,0,0.879,1/12/18 2:27,"RT @OutFrontCNN: ""We all collectively should be a bit embarrassed...we all collectively should be a bit ashamed...we all collectively shoulâ€_",0,0,0,1,1/12/18 0:49,".@cvpayne: ""You cannot get around the fact that Americans are saying that this economy is on fire. Everyone admitsâ€_ https://t.co/Uf5kry4Do7",-0.34,0,0.112,0.888,1/12/18 0:39,About New York: Battling Climate Change from the Back Seat of an S.U.V.. https://t.co/C003vAAVUg,-0.2732,0,0.139,0.861
21,1/11/18 19:51,"RT @bbcideas: The daily battle against endless notifications, email alerts and screen time is on. Perhaps we all need to find some 'monk tiâ€_",-0.3818,0,0.102,0.898,1/11/18 23:53,"@CBSNewsÂ Weeks after Russian president Vladimir Putin declared victory in Syria, Russia's main military base in Syrâ€_ https://t.co/xIGVrBs7hY",0,0,0,1,1/12/18 2:23,"Chris Cuomo reacts to Trump's ""shithole countries"" remark: ""This is what he thinks of the places and the people thaâ€_ https://t.co/vgcio1GKfJ",0,0,0,1,1/12/18 0:40,.@DrOz had to rescue a sick passenger on his flight https://t.co/dHkNPW0rAJ,0,0.226,0.226,0.548,1/12/18 0:38,Op-Ed Contributors: John Kasich and Jeb Bush: A Bad Idea on Immigration. https://t.co/2K5ScRwEnY,-0.5423,0,0.241,0.759
22,1/11/18 19:27,Ex-BHS boss Dominic Chappell found guilty https://t.co/8COKNULdld,-0.4215,0,0.318,0.682,1/11/18 23:50,Congress is trying to reach a deal by the end of next week to extend the Obama-era DACA program. Nearly 100 immigraâ€_ https://t.co/GANz8lZYm4,0.2023,0.123,0,0.877,1/12/18 2:19,"""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back againâ€_ https://t.co/3EVQNTVl4e",0.0094,0.108,0.106,0.786,1/12/18 0:28,#LGBTQ groups silent after @chelseahandler's homophobic tweet to @LindseyGrahamSC https://t.co/z7lYJDVvZO,0,0,0,1,1/12/18 0:37,Editorial: The Trump Plan to Hurt the Poor by Pretending to Help Them. https://t.co/WVl9Uvzopz,-0.5267,0.199,0.316,0.485
23,1/11/18 18:13,Murder arrests over Harbans Kaur Lally 1985 disappearance https://t.co/ktOUSOrSWv,-0.8225,0,0.521,0.479,1/11/18 23:47,@CBSNewsÂ A disturbing video showing hospital staffers in Baltimore dropping off a discharged patient on a cold cityâ€_ https://t.co/Tcp61LGzzS,-0.5106,0,0.18,0.82,1/12/18 1:55,"Ana Navarro on Trump's ""shithole countries"" remark: ""We cannot normalize the fact that Donald Trump has turned theâ€_ https://t.co/oVaNqqf47R",0,0,0,1,1/12/18 0:17,"California mudslide victims include founder of Catholic school, 'first lady' of luxury real estate https://t.co/QdxHwRg9HN",-0.3182,0,0.141,0.859,1/12/18 0:36,Editorsâ€™ Choice: 11 New Books We Recommend This Week. https://t.co/Va1gudFPnu,0.3612,0.217,0,0.783
24,1/11/18 17:41,RT @BBCPolitics: #Brexitcast is back! _Ÿ‡¬_Ÿ‡§_Ÿ‡ª_Ÿ‡º And @Nigel_Farage says he's come around to the idea of a second #Brexit referendum. The gang disâ€_,0,0,0,1,1/11/18 23:42,@CBSNewsÂ  The death toll stands tonight at 17 in the mudslides that hit Santa Barbara County. That number could risâ€_ https://t.co/mqNf4p3VL1,-0.5574,0.054,0.161,0.785,1/12/18 1:38,Senators are unclear on President Trump's comment about the opioid crisis https://t.co/IYg6eyl2dJ https://t.co/PeG7Kmobz1,-0.7269,0,0.357,0.643,1/12/18 0:09,"RT @FoxBusiness: Fiat Chrysler, citing tax cuts, plans $2,000 employee bonuses and 2,500 new jobs   https://t.co/HAXwAL8oXN",0.34,0.182,0.111,0.707,1/12/18 0:26,Trump Boasts of â€˜Very Good Relationshipâ€™ With North Korean Leader. https://t.co/z6JXQGLUs1,0.4404,0.225,0,0.775
25,1/11/18 17:25,RT @bbcweather: Warnings issued for FOG tonight. Details here: https://t.co/yIvmRR3OUK Jo https://t.co/rSmbRGVoVF,-0.296,0,0.167,0.833,1/11/18 23:39,@CBSNewsÂ A potentially dangerous storm is moving across the Midwest now and headed east. @ericfisher explains. https://t.co/4WaicYxmgJ,-0.4767,0,0.171,0.829,1/12/18 1:36,"RT @AC360: .@VanJones68 to former Trump advisor @JasonMillerinDC: ""You should denounce it ... Why won't you denounce s-hole nation?"" https:â€_",-0.5859,0,0.211,0.789,1/12/18 0:00,".@mschlapp on FISA: ""It would be a big mistake for us to not give [the intel community] the tools to stop terrorismâ€_ https://t.co/ffMXaGnRXU",-0.5574,0,0.187,0.813,1/12/18 0:25,"To Lift Paychecks, Treasury Urges Companies to Act Quickly on New Tax Law. https://t.co/OBCznsEj2J",0.2023,0.122,0,0.878
26,1/11/18 17:08,"""I can't be angry, I'm just upset"" - June Kenton, author of the book which has seen the Queen's bra fitter Rigby &amp;â€_ https://t.co/NtsXen5Gy1",0.0263,0.103,0.099,0.798,1/11/18 23:35,"Pres. Trump is being quoted as saying ""sh*thole countries,"" during a meeting about immigration. Those in attendanceâ€_ https://t.co/UJfrh1rOzC",0,0,0,1,1/12/18 1:23,"A person familiar with what was said at the meeting told CNN that Trump also said: ""Why do we need more Haitians? Tâ€_ https://t.co/M3r6nYGwPL",0,0,0,1,1/11/18 23:56,"RT @FoxNewsResearch: Largest #DACA Recipient Populations:â€”Total: 689,800â€”1) California: 197,900 (28.7%)2) Texas: 113,000 (16.4%)3) Illiâ€_",0,0,0,1,1/12/18 0:21,Battling Climate Change from the Back Seat of an S.U.V.. https://t.co/zM4vgYivY5,-0.2732,0,0.174,0.826
27,1/11/18 16:44,Theresa May defends 'long-term' plastic waste plan https://t.co/XekDdVx2yL,-0.4215,0,0.286,0.714,1/11/18 23:15,"Sam's Club is shutting down dozens of its stores nationwide, leaving some of its employees to learn about the closuâ€_ https://t.co/0unHpIFIlT",0,0,0,1,1/12/18 1:13,"""Not racial. Not racially charged. Racist. ... The sentiment the President expressed today is a racist sentiment.""â€_ https://t.co/WBbLnZPGxE",-0.8689,0,0.412,0.588,1/11/18 23:48,".@Judgenap: ""[I've] been railing against the FISA law since it was first enacted because it permits federal agentsâ€_ https://t.co/O4IWPbCHyP",0,0,0,1,1/12/18 0:10,"California, Walmart, Eric Greitens: Your Thursday Evening Briefing. https://t.co/UNlwMsxkPA",0,0,0,1
28,1/11/18 16:19,McVey urged to scrap tax credit 'rape clause' https://t.co/5yTJNEIk2b,-0.4767,0.182,0.329,0.49,1/11/18 22:58,"Days after boasting about the size of his ""nuclear button"" in response to North Korea's leader, Pres. Trump said thâ€_ https://t.co/vBa8PkbDbx",0,0,0,1,1/12/18 1:07,Issa Rae is unapologetically awkward and unbelievably funny. How the YouTube star turned HBO sensation is riding heâ€_ https://t.co/yD51cxjzLP,0.3804,0.147,0.073,0.78,1/11/18 23:41,#Trump administration eyes slashing funds to controversial @UN Palestinian agency https://t.co/4BNev6eBE1,-0.4404,0,0.302,0.698,1/12/18 0:07,Council Speaker Calls Police Response â€˜Out of Controlâ€™. https://t.co/HaJL7tyd6g,0,0,0,1
29,1/11/18 15:35,Nazanin Zaghari-Ratcliffe: Boris Johnson raises case at summit https://t.co/mwU87SX8xN,0,0,0,1,1/11/18 22:38,"Pres. Trump questions why U.S. welcomes people from ""sh*thole"" countries during Oval Office meetingâ€_ https://t.co/hLc4GO1DlY",0.4019,0.162,0,0.838,1/12/18 1:06,"Rep. Cedric Richmond, chairman of the Congressional Black Caucus, said President Trumpâ€™s remarks in the Oval Officeâ€_ https://t.co/54qIXu01F1",0,0,0,1,1/11/18 23:34,"RT @MikeEmanuelFox: Bipartisan Senate group reaches DACA, immigration agreement - deal or no deal? From #SpecialReport:https://t.co/781thâ€_",0.296,0.224,0.112,0.663,1/12/18 0:06,Metropolitan Diary: Meeting Coretta Scott King. https://t.co/N312jIM1Jz,0,0,0,1
30,1/11/18 15:35,John Worboys victims' plea to review rape claims https://t.co/yDlj8edsvW,-0.7906,0,0.5,0.5,1/11/18 22:36,"MORE: â€œCertain Washington politicians choose to fight for foreign countries, but President Trump will always fightâ€_ https://t.co/xq1iUTN0Gq",-0.2023,0,0.101,0.899,1/12/18 1:00,"Join Chris Cuomo and Sen. Bernie Sanders tonight on #CuomoPrimeTime, 9p ET https://t.co/bLNZkjKNVL",0.296,0.155,0,0.845,1/11/18 23:32,"The youngest survivor from last year's church shooting in Sutherland Springs, TX got a hero's send-off Thursday, asâ€_ https://t.co/UzHZtVAkqh",0.694,0.264,0,0.736,1/11/18 23:38,"Common Sense: Electric Vehicle Tax Credit Survives, but G.M. and Tesla Arenâ€™t Cheering. https://t.co/rcOX57JLSS",0.7391,0.342,0,0.658
31,1/11/18 14:54,Motorhead guitarist 'Fast' Eddie Clarke dies at 67 https://t.co/WlOFYlQvV8,0,0,0,1,1/11/18 22:32,MORE: â€œWhy do we want all these people from sh*thole countries here? We should bring in more people from places likâ€_ https://t.co/qTUkoHNj9y,0.0772,0.058,0,0.942,1/12/18 0:52,BJ's Wholesale Club has a message for employees who got laid off from Sam's Club: Come work for usâ€_ https://t.co/502K28CFe7,0,0,0,1,1/11/18 23:18,".@NancyPelosi mocks 'white guys' leading DACA talks, prompting @WhipHoyer anger https://t.co/IW73vZMDPx",-0.7717,0,0.427,0.573,1/11/18 23:37,Wheels: How Car Companies Decide Youâ€™ll Ride a Mustang or Catch a Tiguan. https://t.co/B9UG1ezpX7,0,0,0,1
32,1/11/18 14:51,Sharp rise in flu cases https://t.co/0S4rDYOB4a,-0.3818,0,0.342,0.658,1/11/18 22:28,"Growing frustrated in Oval Office meeting, Pres. Trump sharply criticizes protections for immigrants, a new Washingâ€_ https://t.co/7X6m4G6Swg",-0.6249,0.083,0.283,0.634,1/12/18 0:51,"Facebook says it's changing the News Feed to prioritize posts from friends, family members and groups over posts frâ€_ https://t.co/9MUrCk0tZ5",0.4767,0.14,0,0.86,1/11/18 23:09,".@johnrobertsFox reports on the @WhiteHouse response to @POTUS' â€œs---hole countriesâ€ù comment during immigration neâ€_ https://t.co/GoYXBHxfTX",0,0,0,1,1/11/18 23:36,"JosÃ© Molina, 81, Who Brought Spanish Dance to U.S. Audiences, Dies. https://t.co/30Ynq9P17z",0,0,0,1
